x_um_centered_to_ellipse,y_um_centered_to_ellipse,delta_f_GHz
-1.072119815668200715e+01,-4.999251152073734517e+01,6.075452778662016051e-01
-9.721198156682007152e+00,-4.999251152073734517e+01,6.083132087566989199e-01
-8.721198156682007152e+00,-4.999251152073734517e+01,6.091062318937456865e-01
-7.721198156682007152e+00,-4.999251152073734517e+01,6.092250376938248557e-01
-6.721198156682007152e+00,-4.999251152073734517e+01,6.098692959964657767e-01
-5.721198156682007152e+00,-4.999251152073734517e+01,6.103046854768106044e-01
-4.721198156682007152e+00,-4.999251152073734517e+01,6.124550267371988710e-01
-3.721198156682007152e+00,-4.999251152073734517e+01,6.103450872896010182e-01
-2.721198156682007152e+00,-4.999251152073734517e+01,6.096457315005880950e-01
-1.721198156682007152e+00,-4.999251152073734517e+01,6.093937493914474146e-01
-7.211981566820071521e-01,-4.999251152073734517e+01,6.089327399437731714e-01
2.788018433179928479e-01,-4.999251152073734517e+01,6.089210474197104261e-01
1.278801843317992848e+00,-4.999251152073734517e+01,6.093244631540333245e-01
2.278801843317992848e+00,-4.999251152073734517e+01,6.096726253889239722e-01
3.278801843317992848e+00,-4.999251152073734517e+01,6.099877649297820170e-01
4.278801843317992848e+00,-4.999251152073734517e+01,6.105879234641138353e-01
5.278801843317992848e+00,-4.999251152073734517e+01,6.107557717481686410e-01
6.278801843317992848e+00,-4.999251152073734517e+01,6.107948524777948585e-01
7.278801843317992848e+00,-4.999251152073734517e+01,6.108879505881583682e-01
8.278801843317992848e+00,-4.999251152073734517e+01,6.114299228625013072e-01
9.278801843317992848e+00,-4.999251152073734517e+01,6.115269496966901919e-01
1.027880184331799285e+01,-4.999251152073734517e+01,6.108916937611321707e-01
1.127880184331799285e+01,-4.999251152073734517e+01,6.103384017767816694e-01
1.227880184331799285e+01,-4.999251152073734517e+01,6.100199924856815059e-01
1.327880184331799285e+01,-4.999251152073734517e+01,6.099214203232112830e-01
1.427880184331799285e+01,-4.999251152073734517e+01,6.099753852013409805e-01
1.527880184331799285e+01,-4.999251152073734517e+01,6.102102713661539113e-01
1.627880184331799285e+01,-4.999251152073734517e+01,6.104617776281351382e-01
1.727880184331799285e+01,-4.999251152073734517e+01,6.102487620832204307e-01
1.827880184331799285e+01,-4.999251152073734517e+01,6.092561170773769241e-01
1.927880184331799285e+01,-4.999251152073734517e+01,6.076586088498259208e-01
-2.372119815668200715e+01,-4.899251152073734517e+01,6.133012549262168989e-01
-2.272119815668200715e+01,-4.899251152073734517e+01,6.112452890921500348e-01
-2.172119815668200715e+01,-4.899251152073734517e+01,6.105223320519099772e-01
-2.072119815668200715e+01,-4.899251152073734517e+01,6.109397956122597506e-01
-1.972119815668200715e+01,-4.899251152073734517e+01,6.103022872304295632e-01
-1.872119815668200715e+01,-4.899251152073734517e+01,6.097198292802548103e-01
-1.772119815668200715e+01,-4.899251152073734517e+01,6.102344769563381455e-01
-1.672119815668200715e+01,-4.899251152073734517e+01,6.092015339466287926e-01
-1.572119815668200715e+01,-4.899251152073734517e+01,6.084021221759945419e-01
-1.472119815668200715e+01,-4.899251152073734517e+01,6.094524139435741894e-01
-1.372119815668200715e+01,-4.899251152073734517e+01,6.088621333687656012e-01
-1.272119815668200715e+01,-4.899251152073734517e+01,6.090238953145901135e-01
-1.172119815668200715e+01,-4.899251152073734517e+01,6.087539351589361658e-01
-1.072119815668200715e+01,-4.899251152073734517e+01,6.106929882060803116e-01
-9.721198156682007152e+00,-4.899251152073734517e+01,6.104316398674214383e-01
-8.721198156682007152e+00,-4.899251152073734517e+01,6.100378421986722977e-01
-7.721198156682007152e+00,-4.899251152073734517e+01,6.093687165076580037e-01
-6.721198156682007152e+00,-4.899251152073734517e+01,6.097948216456137160e-01
-5.721198156682007152e+00,-4.899251152073734517e+01,6.118132611421525091e-01
-4.721198156682007152e+00,-4.899251152073734517e+01,6.138798635605682286e-01
-3.721198156682007152e+00,-4.899251152073734517e+01,6.117584628446390838e-01
-2.721198156682007152e+00,-4.899251152073734517e+01,6.102564455424754897e-01
-1.721198156682007152e+00,-4.899251152073734517e+01,6.092514546089651262e-01
-7.211981566820071521e-01,-4.899251152073734517e+01,6.085391888512168279e-01
2.788018433179928479e-01,-4.899251152073734517e+01,6.088432474870457689e-01
1.278801843317992848e+00,-4.899251152073734517e+01,6.090752066721574209e-01
2.278801843317992848e+00,-4.899251152073734517e+01,6.092733680415469699e-01
3.278801843317992848e+00,-4.899251152073734517e+01,6.094888340924864423e-01
4.278801843317992848e+00,-4.899251152073734517e+01,6.097912402781693331e-01
5.278801843317992848e+00,-4.899251152073734517e+01,6.101003956849320176e-01
6.278801843317992848e+00,-4.899251152073734517e+01,6.101546395988917126e-01
7.278801843317992848e+00,-4.899251152073734517e+01,6.105887878614089104e-01
8.278801843317992848e+00,-4.899251152073734517e+01,6.111455815655122414e-01
9.278801843317992848e+00,-4.899251152073734517e+01,6.109474126766842872e-01
1.027880184331799285e+01,-4.899251152073734517e+01,6.102752648005465019e-01
1.127880184331799285e+01,-4.899251152073734517e+01,6.097390671500759751e-01
1.227880184331799285e+01,-4.899251152073734517e+01,6.094393186141511265e-01
1.327880184331799285e+01,-4.899251152073734517e+01,6.092189826872980163e-01
1.427880184331799285e+01,-4.899251152073734517e+01,6.090416989492184463e-01
1.527880184331799285e+01,-4.899251152073734517e+01,6.087385680332233484e-01
1.627880184331799285e+01,-4.899251152073734517e+01,6.086817717658186133e-01
1.727880184331799285e+01,-4.899251152073734517e+01,6.086463958341901126e-01
1.827880184331799285e+01,-4.899251152073734517e+01,6.078077981803930996e-01
1.927880184331799285e+01,-4.899251152073734517e+01,6.066169460273198588e-01
2.027880184331799285e+01,-4.899251152073734517e+01,6.062658887856913204e-01
2.127880184331799285e+01,-4.899251152073734517e+01,6.067058467795551913e-01
2.227880184331799285e+01,-4.899251152073734517e+01,6.067224135327387025e-01
2.327880184331799285e+01,-4.899251152073734517e+01,6.057901209043317081e-01
-2.672119815668200715e+01,-4.799251152073734517e+01,6.185573524473548801e-01
-2.572119815668200715e+01,-4.799251152073734517e+01,6.174342004325157340e-01
-2.472119815668200715e+01,-4.799251152073734517e+01,6.157845893622688749e-01
-2.372119815668200715e+01,-4.799251152073734517e+01,6.133719805283899262e-01
-2.272119815668200715e+01,-4.799251152073734517e+01,6.111310075539342357e-01
-2.172119815668200715e+01,-4.799251152073734517e+01,6.107357143515144138e-01
-2.072119815668200715e+01,-4.799251152073734517e+01,6.103074140991395780e-01
-1.972119815668200715e+01,-4.799251152073734517e+01,6.102515168478932495e-01
-1.872119815668200715e+01,-4.799251152073734517e+01,6.102316714893554206e-01
-1.772119815668200715e+01,-4.799251152073734517e+01,6.086153520918671234e-01
-1.672119815668200715e+01,-4.799251152073734517e+01,6.089729936089693929e-01
-1.572119815668200715e+01,-4.799251152073734517e+01,6.081622387017828757e-01
-1.472119815668200715e+01,-4.799251152073734517e+01,6.082939811750622816e-01
-1.372119815668200715e+01,-4.799251152073734517e+01,6.083364887343170047e-01
-1.272119815668200715e+01,-4.799251152073734517e+01,6.089901645294633070e-01
-1.172119815668200715e+01,-4.799251152073734517e+01,6.108410367335461721e-01
-1.072119815668200715e+01,-4.799251152073734517e+01,6.112581627213327096e-01
-9.721198156682007152e+00,-4.799251152073734517e+01,6.107149378262195505e-01
-8.721198156682007152e+00,-4.799251152073734517e+01,6.116282860841302238e-01
-7.721198156682007152e+00,-4.799251152073734517e+01,6.117744191582450419e-01
-6.721198156682007152e+00,-4.799251152073734517e+01,6.114075414094171101e-01
-5.721198156682007152e+00,-4.799251152073734517e+01,6.125310040382143661e-01
-4.721198156682007152e+00,-4.799251152073734517e+01,6.129295476714906599e-01
-3.721198156682007152e+00,-4.799251152073734517e+01,6.114340599808780752e-01
-2.721198156682007152e+00,-4.799251152073734517e+01,6.101933401773527166e-01
-1.721198156682007152e+00,-4.799251152073734517e+01,6.093331638279959606e-01
-7.211981566820071521e-01,-4.799251152073734517e+01,6.088671827517511126e-01
2.788018433179928479e-01,-4.799251152073734517e+01,6.088479264531927448e-01
1.278801843317992848e+00,-4.799251152073734517e+01,6.088394103011451897e-01
2.278801843317992848e+00,-4.799251152073734517e+01,6.090968891863575152e-01
3.278801843317992848e+00,-4.799251152073734517e+01,6.092627322478700869e-01
4.278801843317992848e+00,-4.799251152073734517e+01,6.094931431679375677e-01
5.278801843317992848e+00,-4.799251152073734517e+01,6.099780630358329070e-01
6.278801843317992848e+00,-4.799251152073734517e+01,6.103825984649877689e-01
7.278801843317992848e+00,-4.799251152073734517e+01,6.103756827996131840e-01
8.278801843317992848e+00,-4.799251152073734517e+01,6.107377715895760950e-01
9.278801843317992848e+00,-4.799251152073734517e+01,6.104269817960941147e-01
1.027880184331799285e+01,-4.799251152073734517e+01,6.098184580198369176e-01
1.127880184331799285e+01,-4.799251152073734517e+01,6.092457938199054013e-01
1.227880184331799285e+01,-4.799251152073734517e+01,6.090009657535868648e-01
1.327880184331799285e+01,-4.799251152073734517e+01,6.086842419883176092e-01
1.427880184331799285e+01,-4.799251152073734517e+01,6.081327279659825003e-01
1.527880184331799285e+01,-4.799251152073734517e+01,6.075936424689514226e-01
1.627880184331799285e+01,-4.799251152073734517e+01,6.076298839041900379e-01
1.727880184331799285e+01,-4.799251152073734517e+01,6.074299364728616979e-01
1.827880184331799285e+01,-4.799251152073734517e+01,6.068374784628658425e-01
1.927880184331799285e+01,-4.799251152073734517e+01,6.063442452375187308e-01
2.027880184331799285e+01,-4.799251152073734517e+01,6.066822452435860491e-01
2.127880184331799285e+01,-4.799251152073734517e+01,6.072208263715950238e-01
2.227880184331799285e+01,-4.799251152073734517e+01,6.071975062435948090e-01
2.327880184331799285e+01,-4.799251152073734517e+01,6.068393645459595476e-01
2.427880184331799285e+01,-4.799251152073734517e+01,6.059164857144625493e-01
2.527880184331799285e+01,-4.799251152073734517e+01,6.047589310265992779e-01
2.627880184331799285e+01,-4.799251152073734517e+01,6.034261467355439557e-01
2.727880184331799285e+01,-4.799251152073734517e+01,6.015426542544104471e-01
-2.972119815668200715e+01,-4.699251152073734517e+01,6.196929496501799584e-01
-2.872119815668200715e+01,-4.699251152073734517e+01,6.201248786095856502e-01
-2.772119815668200715e+01,-4.699251152073734517e+01,6.189896928228479922e-01
-2.672119815668200715e+01,-4.699251152073734517e+01,6.182156277468031647e-01
-2.572119815668200715e+01,-4.699251152073734517e+01,6.168638214411794607e-01
-2.472119815668200715e+01,-4.699251152073734517e+01,6.157731988170889181e-01
-2.372119815668200715e+01,-4.699251152073734517e+01,6.131095659973730960e-01
-2.272119815668200715e+01,-4.699251152073734517e+01,6.113114963727097617e-01
-2.172119815668200715e+01,-4.699251152073734517e+01,6.104547943966167622e-01
-2.072119815668200715e+01,-4.699251152073734517e+01,6.104124978352505337e-01
-1.972119815668200715e+01,-4.699251152073734517e+01,6.103001350431971339e-01
-1.872119815668200715e+01,-4.699251152073734517e+01,6.110479880012489318e-01
-1.772119815668200715e+01,-4.699251152073734517e+01,6.103623531956867687e-01
-1.672119815668200715e+01,-4.699251152073734517e+01,6.093727892513625122e-01
-1.572119815668200715e+01,-4.699251152073734517e+01,6.094826735885905400e-01
-1.472119815668200715e+01,-4.699251152073734517e+01,6.076601757985562458e-01
-1.372119815668200715e+01,-4.699251152073734517e+01,6.090104407469811854e-01
-1.272119815668200715e+01,-4.699251152073734517e+01,6.099460188693530682e-01
-1.172119815668200715e+01,-4.699251152073734517e+01,6.113603055140557352e-01
-1.072119815668200715e+01,-4.699251152073734517e+01,6.118716058845645733e-01
-9.721198156682007152e+00,-4.699251152073734517e+01,6.114675970381062697e-01
-8.721198156682007152e+00,-4.699251152073734517e+01,6.128988208197396759e-01
-7.721198156682007152e+00,-4.699251152073734517e+01,6.131549806193579144e-01
-6.721198156682007152e+00,-4.699251152073734517e+01,6.126886267114302065e-01
-5.721198156682007152e+00,-4.699251152073734517e+01,6.118625004913123000e-01
-4.721198156682007152e+00,-4.699251152073734517e+01,6.115583863185611868e-01
-3.721198156682007152e+00,-4.699251152073734517e+01,6.106028933704927830e-01
-2.721198156682007152e+00,-4.699251152073734517e+01,6.094768428832404439e-01
-1.721198156682007152e+00,-4.699251152073734517e+01,6.091602447338990700e-01
-7.211981566820071521e-01,-4.699251152073734517e+01,6.086611785484321580e-01
2.788018433179928479e-01,-4.699251152073734517e+01,6.086556922890355992e-01
1.278801843317992848e+00,-4.699251152073734517e+01,6.088924774440269694e-01
2.278801843317992848e+00,-4.699251152073734517e+01,6.089579007184511283e-01
3.278801843317992848e+00,-4.699251152073734517e+01,6.090027701439222341e-01
4.278801843317992848e+00,-4.699251152073734517e+01,6.097524771407285549e-01
5.278801843317992848e+00,-4.699251152073734517e+01,6.105149063570540768e-01
6.278801843317992848e+00,-4.699251152073734517e+01,6.109214420168314064e-01
7.278801843317992848e+00,-4.699251152073734517e+01,6.108102998445223974e-01
8.278801843317992848e+00,-4.699251152073734517e+01,6.106500682441460270e-01
9.278801843317992848e+00,-4.699251152073734517e+01,6.101346073510485191e-01
1.027880184331799285e+01,-4.699251152073734517e+01,6.095647847877092573e-01
1.127880184331799285e+01,-4.699251152073734517e+01,6.092948492404821614e-01
1.227880184331799285e+01,-4.699251152073734517e+01,6.090823153577229476e-01
1.327880184331799285e+01,-4.699251152073734517e+01,6.084736890632340689e-01
1.427880184331799285e+01,-4.699251152073734517e+01,6.077109299231069350e-01
1.527880184331799285e+01,-4.699251152073734517e+01,6.073492281624335298e-01
1.627880184331799285e+01,-4.699251152073734517e+01,6.071722421548355619e-01
1.727880184331799285e+01,-4.699251152073734517e+01,6.069487537689406409e-01
1.827880184331799285e+01,-4.699251152073734517e+01,6.065628273871821463e-01
1.927880184331799285e+01,-4.699251152073734517e+01,6.064042747103224329e-01
2.027880184331799285e+01,-4.699251152073734517e+01,6.067681746590452008e-01
2.127880184331799285e+01,-4.699251152073734517e+01,6.068803702060234784e-01
2.227880184331799285e+01,-4.699251152073734517e+01,6.071302943195906465e-01
2.327880184331799285e+01,-4.699251152073734517e+01,6.075732918939849014e-01
2.427880184331799285e+01,-4.699251152073734517e+01,6.071342191121065213e-01
2.527880184331799285e+01,-4.699251152073734517e+01,6.058071902075004012e-01
2.627880184331799285e+01,-4.699251152073734517e+01,6.036928233462375282e-01
2.727880184331799285e+01,-4.699251152073734517e+01,6.009676595981940928e-01
2.827880184331799285e+01,-4.699251152073734517e+01,5.984484752997367707e-01
2.927880184331799285e+01,-4.699251152073734517e+01,5.962033867711555857e-01
3.027880184331799285e+01,-4.699251152073734517e+01,5.950135718722933120e-01
-3.272119815668200715e+01,-4.599251152073734517e+01,6.215717183736324536e-01
-3.172119815668200715e+01,-4.599251152073734517e+01,6.201521621341914425e-01
-3.072119815668200715e+01,-4.599251152073734517e+01,6.190630850874740965e-01
-2.972119815668200715e+01,-4.599251152073734517e+01,6.188164843755723510e-01
-2.872119815668200715e+01,-4.599251152073734517e+01,6.189992112661211188e-01
-2.772119815668200715e+01,-4.599251152073734517e+01,6.189988834385311556e-01
-2.672119815668200715e+01,-4.599251152073734517e+01,6.172184636047122197e-01
-2.572119815668200715e+01,-4.599251152073734517e+01,6.159343989314556289e-01
-2.472119815668200715e+01,-4.599251152073734517e+01,6.151431700822684867e-01
-2.372119815668200715e+01,-4.599251152073734517e+01,6.127966179139350267e-01
-2.272119815668200715e+01,-4.599251152073734517e+01,6.113534500541035754e-01
-2.172119815668200715e+01,-4.599251152073734517e+01,6.104015594503984232e-01
-2.072119815668200715e+01,-4.599251152073734517e+01,6.098860711054232553e-01
-1.972119815668200715e+01,-4.599251152073734517e+01,6.106701132509035901e-01
-1.872119815668200715e+01,-4.599251152073734517e+01,6.116967049949115776e-01
-1.772119815668200715e+01,-4.599251152073734517e+01,6.113646749849634965e-01
-1.672119815668200715e+01,-4.599251152073734517e+01,6.097540768703937353e-01
-1.572119815668200715e+01,-4.599251152073734517e+01,6.088280008596442805e-01
-1.472119815668200715e+01,-4.599251152073734517e+01,6.088495059221297190e-01
-1.372119815668200715e+01,-4.599251152073734517e+01,6.091288123702538471e-01
-1.272119815668200715e+01,-4.599251152073734517e+01,6.103641300982625140e-01
-1.172119815668200715e+01,-4.599251152073734517e+01,6.118864789019498041e-01
-1.072119815668200715e+01,-4.599251152073734517e+01,6.115296920857686835e-01
-9.721198156682007152e+00,-4.599251152073734517e+01,6.128563640922592981e-01
-8.721198156682007152e+00,-4.599251152073734517e+01,6.133052518984523083e-01
-7.721198156682007152e+00,-4.599251152073734517e+01,6.140227749474327368e-01
-6.721198156682007152e+00,-4.599251152073734517e+01,6.132750086760001551e-01
-5.721198156682007152e+00,-4.599251152073734517e+01,6.126201469189047621e-01
-4.721198156682007152e+00,-4.599251152073734517e+01,6.124464874019786009e-01
-3.721198156682007152e+00,-4.599251152073734517e+01,6.101824749117565894e-01
-2.721198156682007152e+00,-4.599251152073734517e+01,6.088864527467157117e-01
-1.721198156682007152e+00,-4.599251152073734517e+01,6.083790264532860093e-01
-7.211981566820071521e-01,-4.599251152073734517e+01,6.085464049589255353e-01
2.788018433179928479e-01,-4.599251152073734517e+01,6.084589096440948808e-01
1.278801843317992848e+00,-4.599251152073734517e+01,6.086298717361837696e-01
2.278801843317992848e+00,-4.599251152073734517e+01,6.085782331765758890e-01
3.278801843317992848e+00,-4.599251152073734517e+01,6.088077725257208250e-01
4.278801843317992848e+00,-4.599251152073734517e+01,6.097173265046533785e-01
5.278801843317992848e+00,-4.599251152073734517e+01,6.108653213574366525e-01
6.278801843317992848e+00,-4.599251152073734517e+01,6.115182177613767145e-01
7.278801843317992848e+00,-4.599251152073734517e+01,6.112170781299233191e-01
8.278801843317992848e+00,-4.599251152073734517e+01,6.109466421249418744e-01
9.278801843317992848e+00,-4.599251152073734517e+01,6.101546658786896060e-01
1.027880184331799285e+01,-4.599251152073734517e+01,6.098693967595099075e-01
1.127880184331799285e+01,-4.599251152073734517e+01,6.098236304506610139e-01
1.227880184331799285e+01,-4.599251152073734517e+01,6.094710789944719487e-01
1.327880184331799285e+01,-4.599251152073734517e+01,6.085760279736032174e-01
1.427880184331799285e+01,-4.599251152073734517e+01,6.078732918719000899e-01
1.527880184331799285e+01,-4.599251152073734517e+01,6.075983525583832368e-01
1.627880184331799285e+01,-4.599251152073734517e+01,6.072500439596488775e-01
1.727880184331799285e+01,-4.599251152073734517e+01,6.070191423657282925e-01
1.827880184331799285e+01,-4.599251152073734517e+01,6.068065136189413344e-01
1.927880184331799285e+01,-4.599251152073734517e+01,6.062861331197213488e-01
2.027880184331799285e+01,-4.599251152073734517e+01,6.060116624258546913e-01
2.127880184331799285e+01,-4.599251152073734517e+01,6.060572338349268229e-01
2.227880184331799285e+01,-4.599251152073734517e+01,6.067506755081764069e-01
2.327880184331799285e+01,-4.599251152073734517e+01,6.074369950808411467e-01
2.427880184331799285e+01,-4.599251152073734517e+01,6.069326501401253182e-01
2.527880184331799285e+01,-4.599251152073734517e+01,6.054939437728314999e-01
2.627880184331799285e+01,-4.599251152073734517e+01,6.026272606661224884e-01
2.727880184331799285e+01,-4.599251152073734517e+01,5.999191611261873724e-01
2.827880184331799285e+01,-4.599251152073734517e+01,5.979703755456320380e-01
2.927880184331799285e+01,-4.599251152073734517e+01,5.957805606264199305e-01
3.027880184331799285e+01,-4.599251152073734517e+01,5.948145022538193771e-01
3.127880184331799285e+01,-4.599251152073734517e+01,5.957138458512334367e-01
3.227880184331799285e+01,-4.599251152073734517e+01,5.971982214820656942e-01
-3.472119815668200715e+01,-4.499251152073734517e+01,6.218177282173291687e-01
-3.372119815668200715e+01,-4.499251152073734517e+01,6.218328095595317961e-01
-3.272119815668200715e+01,-4.499251152073734517e+01,6.209420252421158359e-01
-3.172119815668200715e+01,-4.499251152073734517e+01,6.198653193775109926e-01
-3.072119815668200715e+01,-4.499251152073734517e+01,6.190556139653899947e-01
-2.972119815668200715e+01,-4.499251152073734517e+01,6.186589378572979747e-01
-2.872119815668200715e+01,-4.499251152073734517e+01,6.191772969451281305e-01
-2.772119815668200715e+01,-4.499251152073734517e+01,6.195200987724391872e-01
-2.672119815668200715e+01,-4.499251152073734517e+01,6.176218817522745042e-01
-2.572119815668200715e+01,-4.499251152073734517e+01,6.158286345217653945e-01
-2.472119815668200715e+01,-4.499251152073734517e+01,6.148983459325387813e-01
-2.372119815668200715e+01,-4.499251152073734517e+01,6.129686585087399386e-01
-2.272119815668200715e+01,-4.499251152073734517e+01,6.120739048738204069e-01
-2.172119815668200715e+01,-4.499251152073734517e+01,6.108883421939821368e-01
-2.072119815668200715e+01,-4.499251152073734517e+01,6.103948712763869189e-01
-1.972119815668200715e+01,-4.499251152073734517e+01,6.108607722768888415e-01
-1.872119815668200715e+01,-4.499251152073734517e+01,6.116812139519738345e-01
-1.772119815668200715e+01,-4.499251152073734517e+01,6.116033209008024940e-01
-1.672119815668200715e+01,-4.499251152073734517e+01,6.105565382665267826e-01
-1.572119815668200715e+01,-4.499251152073734517e+01,6.092302034553105372e-01
-1.472119815668200715e+01,-4.499251152073734517e+01,6.096997817691005572e-01
-1.372119815668200715e+01,-4.499251152073734517e+01,6.095511819860814917e-01
-1.272119815668200715e+01,-4.499251152073734517e+01,6.106596189170772071e-01
-1.172119815668200715e+01,-4.499251152073734517e+01,6.118913766876170612e-01
-1.072119815668200715e+01,-4.499251152073734517e+01,6.119459027800449036e-01
-9.721198156682007152e+00,-4.499251152073734517e+01,6.122959347020278109e-01
-8.721198156682007152e+00,-4.499251152073734517e+01,6.135335837564821482e-01
-7.721198156682007152e+00,-4.499251152073734517e+01,6.131647337584125168e-01
-6.721198156682007152e+00,-4.499251152073734517e+01,6.129353670762598405e-01
-5.721198156682007152e+00,-4.499251152073734517e+01,6.137983085963685248e-01
-4.721198156682007152e+00,-4.499251152073734517e+01,6.127428365271372357e-01
-3.721198156682007152e+00,-4.499251152073734517e+01,6.103055108713562049e-01
-2.721198156682007152e+00,-4.499251152073734517e+01,6.087946209268282338e-01
-1.721198156682007152e+00,-4.499251152073734517e+01,6.082429706624257193e-01
-7.211981566820071521e-01,-4.499251152073734517e+01,6.082882277144689986e-01
2.788018433179928479e-01,-4.499251152073734517e+01,6.084793766864500242e-01
1.278801843317992848e+00,-4.499251152073734517e+01,6.083943464415981772e-01
2.278801843317992848e+00,-4.499251152073734517e+01,6.085332064313067058e-01
3.278801843317992848e+00,-4.499251152073734517e+01,6.089145237176687431e-01
4.278801843317992848e+00,-4.499251152073734517e+01,6.099830259249530151e-01
5.278801843317992848e+00,-4.499251152073734517e+01,6.112287270411593809e-01
6.278801843317992848e+00,-4.499251152073734517e+01,6.118195737558775882e-01
7.278801843317992848e+00,-4.499251152073734517e+01,6.116970366818419436e-01
8.278801843317992848e+00,-4.499251152073734517e+01,6.110418473079897161e-01
9.278801843317992848e+00,-4.499251152073734517e+01,6.105613197601811315e-01
1.027880184331799285e+01,-4.499251152073734517e+01,6.104985767728745572e-01
1.127880184331799285e+01,-4.499251152073734517e+01,6.104223757373437032e-01
1.227880184331799285e+01,-4.499251152073734517e+01,6.096677982084504066e-01
1.327880184331799285e+01,-4.499251152073734517e+01,6.088568503198557025e-01
1.427880184331799285e+01,-4.499251152073734517e+01,6.084616625699692527e-01
1.527880184331799285e+01,-4.499251152073734517e+01,6.081927718000783578e-01
1.627880184331799285e+01,-4.499251152073734517e+01,6.077261389255030899e-01
1.727880184331799285e+01,-4.499251152073734517e+01,6.073941439574714884e-01
1.827880184331799285e+01,-4.499251152073734517e+01,6.067890097043036057e-01
1.927880184331799285e+01,-4.499251152073734517e+01,6.060488403859842776e-01
2.027880184331799285e+01,-4.499251152073734517e+01,6.055721974108725369e-01
2.127880184331799285e+01,-4.499251152073734517e+01,6.056857465429681397e-01
2.227880184331799285e+01,-4.499251152073734517e+01,6.060489655179988056e-01
2.327880184331799285e+01,-4.499251152073734517e+01,6.067702344332746023e-01
2.427880184331799285e+01,-4.499251152073734517e+01,6.060649717533039826e-01
2.527880184331799285e+01,-4.499251152073734517e+01,6.045033544727860253e-01
2.627880184331799285e+01,-4.499251152073734517e+01,6.020428821188303914e-01
2.727880184331799285e+01,-4.499251152073734517e+01,5.998177040812495697e-01
2.827880184331799285e+01,-4.499251152073734517e+01,5.978322160709481636e-01
2.927880184331799285e+01,-4.499251152073734517e+01,5.963603271409487760e-01
3.027880184331799285e+01,-4.499251152073734517e+01,5.954104788377856394e-01
3.127880184331799285e+01,-4.499251152073734517e+01,5.958478892576941632e-01
3.227880184331799285e+01,-4.499251152073734517e+01,5.974716436341167558e-01
3.327880184331799285e+01,-4.499251152073734517e+01,5.975574810694768146e-01
3.427880184331799285e+01,-4.499251152073734517e+01,5.984289044203001673e-01
3.527880184331799285e+01,-4.499251152073734517e+01,5.989345043701552740e-01
-3.772119815668200715e+01,-4.399251152073734517e+01,6.219304974221415705e-01
