x_um_centered_to_ellipse,y_um_centered_to_ellipse,delta_f_GHz
7.278801843317992848e+00,-4.699251152073734517e+01,3.929813628135256920e-01
8.278801843317992848e+00,-4.699251152073734517e+01,3.930850386167579202e-01
9.278801843317992848e+00,-4.699251152073734517e+01,3.937629513929268299e-01
1.027880184331799285e+01,-4.699251152073734517e+01,3.905980376697426593e-01
1.127880184331799285e+01,-4.699251152073734517e+01,3.908330619895323821e-01
1.227880184331799285e+01,-4.699251152073734517e+01,3.896773127303432283e-01
1.327880184331799285e+01,-4.699251152073734517e+01,3.895751369623399185e-01
1.427880184331799285e+01,-4.699251152073734517e+01,3.890637426701921697e-01
1.527880184331799285e+01,-4.699251152073734517e+01,3.881227247433449712e-01
1.627880184331799285e+01,-4.699251152073734517e+01,3.879587882503159335e-01
1.727880184331799285e+01,-4.699251152073734517e+01,3.874913058916900077e-01
1.827880184331799285e+01,-4.699251152073734517e+01,3.870232838929994479e-01
1.927880184331799285e+01,-4.699251152073734517e+01,3.861418499683124672e-01
2.027880184331799285e+01,-4.699251152073734517e+01,3.855061307015095196e-01
2.127880184331799285e+01,-4.699251152073734517e+01,3.851131961583695862e-01
2.227880184331799285e+01,-4.699251152073734517e+01,3.844359920375359785e-01
2.327880184331799285e+01,-4.699251152073734517e+01,3.842995707197767175e-01
2.427880184331799285e+01,-4.699251152073734517e+01,3.837110801479357569e-01
2.527880184331799285e+01,-4.699251152073734517e+01,3.831636505170523677e-01
2.627880184331799285e+01,-4.699251152073734517e+01,3.820389505596160085e-01
2.727880184331799285e+01,-4.699251152073734517e+01,3.811485352226142709e-01
2.827880184331799285e+01,-4.699251152073734517e+01,3.811627243796213982e-01
2.927880184331799285e+01,-4.699251152073734517e+01,3.802905496807174046e-01
3.027880184331799285e+01,-4.699251152073734517e+01,3.797892614884146312e-01
-3.272119815668200715e+01,-4.599251152073734517e+01,4.098073667969583944e-01
-3.172119815668200715e+01,-4.599251152073734517e+01,4.094879009565826067e-01
-3.072119815668200715e+01,-4.599251152073734517e+01,4.093954168716757991e-01
-2.972119815668200715e+01,-4.599251152073734517e+01,4.091100474045323843e-01
-2.872119815668200715e+01,-4.599251152073734517e+01,4.085641346704571575e-01
-2.772119815668200715e+01,-4.599251152073734517e+01,4.071950223397604596e-01
-2.672119815668200715e+01,-4.599251152073734517e+01,4.040614774635908901e-01
-2.572119815668200715e+01,-4.599251152073734517e+01,4.031615751654702429e-01
-2.472119815668200715e+01,-4.599251152073734517e+01,4.021725845995414161e-01
-2.372119815668200715e+01,-4.599251152073734517e+01,4.007785896486981692e-01
-2.272119815668200715e+01,-4.599251152073734517e+01,3.994333757480985625e-01
-2.172119815668200715e+01,-4.599251152073734517e+01,3.989709992101238001e-01
